brand,model,model_year,mileage,fuel_type,transmission_type,clean_title,price,log_price
3,1231,0.24318426434146614,0.3282161757693213,1,0,1.0,21375.0,9.969977293804961
36,208,0.40700979210906546,-0.6868903874150505,2,0,1.0,48000.0,10.778956289890028
11,1336,-1.5588965411021263,4.503061843871015,2,0,1.0,10900.0,9.296518068217235
4,1889,0.7346608476442641,-0.5676517020070897,3,0,0.0,24998.0,10.126551100650167
24,1601,-0.7397689022641296,2.032554851560414,2,0,1.0,5999.0,8.699348067653093
27,932,0.07935873657386686,1.0323650766067094,2,0,1.0,46900.0,10.75577295443437
22,1151,0.24318426434146614,1.0381023028492737,2,0,1.0,15900.0,9.674074388208323
4,53,0.40700979210906546,-0.3912128709607631,2,0,0.0,33598.0,10.42222182037016
3,171,-0.5759433744965303,1.1638431779988074,2,0,1.0,8999.0,9.104868739033948
19,1726,-1.395071013334527,-0.9278538896027498,2,0,1.0,8200.0,9.011889433252344
4,1880,-0.24829231896133175,0.1010220165637761,2,0,1.0,20000.0,9.903487552536127
5,489,-0.7397689022641296,-0.8513575397018929,1,0,1.0,79950.0,11.2891567182621
17,1197,1.226137430947062,-1.1807125742000326,2,0,0.0,45498.0,10.72542364792899
11,1610,-1.395071013334527,2.390538645008949,0,0,1.0,14000.0,9.546812608597396
4,993,0.5708353198766648,-1.047398560410314,2,0,0.0,75798.0,11.235827186058092
30,258,1.0623119031794628,-1.1697353479892596,4,0,1.0,119999.0,11.695238688396127
3,196,-0.5759433744965303,-0.2049633830396517,2,0,1.0,36880.0,10.51542467767053
9,1557,0.8984863754118634,-0.2556230907614942,2,0,1.0,43147.0,10.672368169181512
31,493,0.24318426434146614,-0.7733312628030188,2,0,1.0,29000.0,10.275051108968611
53,284,0.07935873657386686,0.46721004353917833,2,0,1.0,17500.0,9.769956159911606
43,429,0.24318426434146614,0.15921661475085302,2,0,1.0,30990.0,10.341419850781794
36,210,0.24318426434146614,-0.09021885818836627,2,3,1.0,52500.0,10.868568448579715
17,360,0.07935873657386686,0.16889340301331143,2,1,0.0,20848.0,9.945013299364627
18,852,-1.7227220688697256,0.8831971943000384,2,0,1.0,19500.0,9.878169744551839
43,153,-0.41211784672893104,-0.49182469516786526,2,0,1.0,73000.0,11.198214720130528
36,350,0.07935873657386686,1.057226390324488,2,3,1.0,19800.0,9.893437216682626
10,33,-1.0674199577993282,1.3364763156375663,2,3,1.0,7500.0,8.922658299524402
39,1363,1.226137430947062,-1.216742355003336,2,1,0.0,30999.0,10.341710224882465
3,166,-0.903594430031729,0.3591971974791683,2,3,1.0,6500.0,8.779557455883728
14,1122,-0.24829231896133175,-0.5289254248697809,2,2,1.0,28500.0,10.257659366256743
0,1302,-0.903594430031729,0.6307592396272105,2,3,1.0,10995.0,9.305195902988862
55,1827,0.40700979210906546,-0.47270060769265104,5,3,1.0,42000.0,10.645424897265505
3,1282,0.40700979210906546,-1.0666947646728053,2,0,0.0,144900.0,11.883799128308773
36,774,-0.24829231896133175,2.3194161636886275,2,0,1.0,10000.0,9.210340371976184
53,343,0.8984863754118634,-0.9856086337778969,2,1,0.0,23998.0,10.085725772524334
27,886,-0.24829231896133175,0.7512409907210602,2,0,1.0,21000.0,9.95227771670556
4,1793,1.226137430947062,-1.0751093631618995,3,3,1.0,67900.0,11.125791313546788
4,977,0.5708353198766648,-0.8729868826363603,2,0,0.0,69998.0,11.156221949194753
8,366,1.226137430947062,-1.1211984139771658,2,0,1.0,46900.0,10.75577295443437
30,258,1.0623119031794628,-1.1439560780726707,4,0,1.0,99000.0,11.502875129116727
3,177,0.5708353198766648,-0.3288300976166143,2,3,1.0,31000.0,10.341742483467284
10,35,-1.5588965411021263,-0.4153283452670083,2,0,1.0,19995.0,9.90323752128092
5,488,0.24318426434146614,-0.9568460062151747,2,0,1.0,130000.0,11.77528972943772
4,976,0.5708353198766648,-0.13229185063383758,2,3,1.0,55999.0,10.933089112414988
53,778,1.226137430947062,-1.2194579754248165,2,2,1.0,49950.0,10.8187777840767
3,1307,0.5708353198766648,-0.8314684887276701,2,0,1.0,59950.0,11.00126616045566
43,423,0.5708353198766648,-0.10287900409695809,2,3,1.0,42499.0,10.657235825223923
25,874,1.226137430947062,-1.232787464395041,2,0,0.0,359991.0,12.793834310119788
32,1271,0.5708353198766648,-0.7934115546519938,2,0,1.0,44999.0,10.714395546283317
21,1838,0.24318426434146614,-0.3197079078909371,2,0,1.0,30000.0,10.308952660644293
27,568,-1.7227220688697256,-0.45244819905639916,2,0,1.0,11100.0,9.314700387300425
26,1389,0.7346608476442641,-0.8314684887276701,2,0,0.0,37998.0,10.545288805744486
43,436,-0.08446679119373245,-1.0177371007362568,2,0,1.0,72000.0,11.184421397998193
16,757,0.8984863754118634,-1.0473794363228388,2,0,1.0,53950.0,10.895812970686281
54,829,1.226137430947062,-1.2255585593294098,2,2,1.0,47999.0,10.778935456339678
19,1588,-0.08446679119373245,0.024525666662919155,3,0,1.0,15900.0,9.674074388208323
3,1311,-0.24829231896133175,-0.09566922311880233,2,0,1.0,45000.0,10.714417768752456
4,125,-0.5759433744965303,0.39270259873574365,2,0,1.0,18500.0,9.825526011066415
36,776,0.7346608476442641,-0.8953429408948856,3,0,1.0,80000.0,11.289781913656018
4,986,0.07935873657386686,-0.7499998760832575,2,0,1.0,55000.0,10.915088464214607
50,721,-1.8865475966373249,2.7918384965888445,2,2,0.0,2300.0,7.7406644019172415
19,583,1.226137430947062,-1.1649925742954064,2,2,1.0,34000.0,10.4341158035983
24,1155,1.0623119031794628,-0.537684256933429,3,0,1.0,31995.0,10.37333491957356
45,1277,1.226137430947062,-1.1841166617706207,4,0,1.0,92000.0,11.429543856031177
2,1042,0.8984863754118634,-1.1962604573173816,2,0,1.0,279950.0,12.54236629477704
36,1498,0.40700979210906546,-0.6065692200191507,2,0,1.0,29900.0,10.305613759378778
4,72,0.07935873657386686,0.21593865820233846,2,0,1.0,24950.0,10.124629101179664
22,847,0.7346608476442641,-0.6381430884407294,2,0,0.0,39366.0,10.580657778572933
27,1292,-0.08446679119373245,-0.3197079078909371,2,3,1.0,32900.0,10.401227936753463
4,96,-1.7227220688697256,0.510659970282865,2,0,1.0,8900.0,9.093806555720231
53,499,-2.050373124404924,1.148180550356607,2,2,1.0,4995.0,8.516192691082654
8,367,1.226137430947062,-1.191479435448578,2,0,0.0,104900.0,11.560762794384388
15,247,-0.5759433744965303,0.9850520841930295,2,0,1.0,7900.0,8.974618038455112
27,923,0.7346608476442641,-0.5134540381023326,2,0,0.0,75950.0,11.237830508023919
4,1893,0.5708353198766648,-0.44401447647982967,5,3,1.0,86000.0,11.362102575235644
27,567,-0.41211784672893104,0.42615062772989337,3,1,1.0,17995.0,9.79784922051313
8,368,1.0623119031794628,-1.152542793349042,2,0,1.0,55655.0,10.926927199927325
4,105,0.7346608476442641,-0.7182921390493523,2,0,0.0,39998.0,10.596584731846031
9,654,-0.24829231896133175,1.4359598186836307,2,0,1.0,14500.0,9.581903928408666
22,818,1.0623119031794628,-0.7155765186278719,2,0,1.0,47500.0,10.768484990022733
4,1880,-0.24829231896133175,-0.533668198563634,2,3,1.0,27000.0,10.203592144986466
26,1394,0.07935873657386686,1.5162044897296296,2,0,1.0,18000.0,9.798127036878302
8,1854,0.5708353198766648,-0.386642214054187,2,0,1.0,28900.0,10.271596874100524
4,129,0.8984863754118634,-1.0288864437343066,2,0,0.0,73998.0,11.211793344794042
5,267,-1.7227220688697256,-1.0783222098577354,2,0,1.0,47350.0,10.765322098614224
28,293,0.7346608476442641,-0.2576119958589165,2,0,0.0,47698.0,10.772644747276225
36,220,0.07935873657386686,0.08189792908856186,2,3,1.0,36500.0,10.505067539570582
44,1219,0.8984863754118634,1.5895262411096012,2,0,1.0,32662.0,10.393967601636689
14,1743,-0.41211784672893104,0.7703650781962744,1,0,1.0,6600.0,8.794824928014517
3,176,-0.7397689022641296,0.5256341307759578,2,3,1.0,9995.0,9.209840246934501
39,785,-0.903594430031729,-0.9393283420878784,2,3,1.0,69500.0,11.149082031552883
26,1423,0.40700979210906546,0.7646278519537102,2,0,0.0,30775.0,10.334457951052654
53,499,-0.903594430031729,0.14592537395557914,2,0,1.0,9995.0,9.209840246934501
45,1277,1.226137430947062,-1.189853888013185,4,0,1.0,94000.0,11.451050061252142
36,341,1.0623119031794628,-0.9856660060403225,2,0,0.0,44798.0,10.709918774549411
43,425,0.07935873657386686,0.5982482909193463,5,3,1.0,23000.0,10.043249494911286
9,654,-0.7397689022641296,0.5410481452809804,1,0,1.0,22495.0,10.021048341275273
20,1254,0.07935873657386686,-0.2288684923836695,3,0,1.0,28998.0,10.274982141073139
3,197,0.7346608476442641,-0.7526581242423123,3,0,0.0,49998.0,10.819738283610262
3,1247,-0.08446679119373245,0.6465748599692127,2,0,0.0,9995.0,9.209840246934501
30,259,1.226137430947062,-1.212802792983442,4,0,0.0,86900.0,11.372513311253483
10,1179,0.24318426434146614,0.43196435032235847,4,0,1.0,9000.0,9.104979856318357
3,1660,-0.5759433744965303,0.1569026001663521,2,0,0.0,25999.0,10.165813354725493
4,114,-0.08446679119373245,-0.4535765202174368,2,0,1.0,30000.0,10.308952660644293
50,725,0.8984863754118634,-0.43206192180782077,2,1,1.0,27899.0,10.236346124873199
36,211,0.07935873657386686,-0.0519706832379378,2,3,1.0,40000.0,10.596634733096073
26,1392,-1.5588965411021263,1.7044428827481635,2,0,1.0,9950.0,9.205327830152639
4,1815,0.5708353198766648,-0.563578271374869,2,0,0.0,53998.0,10.896702287823487
14,1714,-0.08446679119373245,2.481091199204089,2,0,1.0,9888.0,9.199077179697472
27,933,0.8984863754118634,-0.8360582697217215,2,3,1.0,89999.0,11.407553838139561
43,153,-0.41211784672893104,-0.8839832329346085,2,2,0.0,86900.0,11.372513311253483
11,1342,-1.5588965411021263,2.931386962895483,2,0,1.0,12990.0,9.471935109664646
39,265,0.8984863754118634,0.058949024118304785,2,0,1.0,36500.0,10.505067539570582
43,434,-0.24829231896133175,0.27313880384070427,2,3,1.0,42999.0,10.668932138591325
36,773,1.0623119031794628,-0.7613595840435348,3,0,0.0,63998.0,11.066607111853518
9,1110,-1.5588965411021263,0.040589900142099115,2,0,1.0,12000.0,9.392661928770137
4,982,-0.41211784672893104,0.40700741616720393,2,3,1.0,32000.0,10.373491181781864
19,922,1.226137430947062,-1.2251569534924305,2,0,1.0,34599.0,10.451580058894049
9,1110,-1.7227220688697256,0.1966424539398473,2,0,1.0,12500.0,9.433483923290392
26,1406,-0.08446679119373245,0.36875924121677545,2,0,1.0,22800.0,10.034515814942532
3,1482,0.24318426434146614,-0.23364951425247305,2,3,1.0,39999.0,10.596609732783568
15,247,-0.7397689022641296,1.057226390324488,2,0,1.0,7500.0,8.922658299524402
1,1372,0.7346608476442641,-0.8807130139763468,2,0,1.0,35645.0,10.48136416355173
13,704,0.07935873657386686,-0.8554309703341135,2,0,1.0,149900.0,11.917723684090689
24,919,0.24318426434146614,-0.5399026510805538,2,0,1.0,23950.0,10.083723602839061
14,560,-0.41211784672893104,1.8623504730310074,1,0,1.0,12500.0,9.433483923290392
52,1085,1.0623119031794628,-0.9875401666128935,4,0,1.0,47000.0,10.757902880692196
53,83,1.0623119031794628,-0.6949798764170662,2,0,0.0,36999.0,10.518646164234097
50,724,0.7346608476442641,-0.6114649864128056,2,1,1.0,24000.0,10.085809109330082
43,1183,-0.5759433744965303,-0.2049633830396517,2,0,1.0,26000.0,10.165851817003619
53,1663,-1.2312454855669275,2.626453388103192,2,0,1.0,8500.0,9.047821442478408
44,26,0.5708353198766648,0.005401579187704918,0,0,1.0,65000.0,11.082142548877775
24,1605,1.0623119031794628,-1.0524281954162955,2,0,1.0,30990.0,10.341419850781794
8,530,-0.903594430031729,-0.28872688618109005,2,0,1.0,10499.0,9.259035293514941
53,948,-3.03332629101052,2.835766525519412,2,0,1.0,26500.0,10.184900011974314
39,785,0.7346608476442641,-0.9314874662230406,2,0,1.0,114000.0,11.643953727376633
27,1140,1.226137430947062,-1.221982354971545,2,3,0.0,51998.0,10.858960535285439
3,1249,0.8984863754118634,0.06277384161334763,2,0,1.0,36499.0,10.505040141934996
27,931,-2.7056752354753213,0.33051106626634696,2,0,1.0,25000.0,10.126631103850338
15,1687,1.0623119031794628,-0.7145820660791607,2,0,0.0,27785.0,10.232251585714021
14,618,-0.5759433744965303,1.229343177601416,2,0,1.0,7000.0,8.85366542803745
27,927,-0.24829231896133175,0.8034688736158703,2,0,1.0,30000.0,10.308952660644293
14,640,0.5708353198766648,-0.5745937457605925,2,0,1.0,45500.0,10.725467604939041
9,1036,-0.903594430031729,-0.16862761683674465,2,3,1.0,8950.0,9.099408811268901
3,1312,1.226137430947062,-1.177270238454494,2,0,0.0,128900.0,11.766792188927278
3,177,-0.08446679119373245,0.33051106626634696,2,0,1.0,17000.0,9.740968623038354
16,750,1.226137430947062,-1.1461553481323203,2,0,1.0,42850.0,10.665460924025925
9,1708,0.8984863754118634,-0.8456776857217543,2,0,0.0,22999.0,10.043206015705211
49,1895,-0.41211784672893104,2.158773828896828,2,0,1.0,7100.0,8.867850063029406
28,1016,-0.24829231896133175,0.2648771980514117,3,0,1.0,15500.0,9.648595302907339
14,1717,0.40700979210906546,0.5791242034441321,1,0,1.0,43000.0,10.668955394675699
43,156,0.40700979210906546,-1.1510511145259752,2,0,1.0,417500.0,12.942039823273047
14,649,0.8984863754118634,-0.7549721388268131,2,0,0.0,39951.0,10.595408982170255
55,1824,-0.7397689022641296,0.45099281736019664,2,0,1.0,11500.0,9.350102314351341
9,281,-0.41211784672893104,0.6364964658697747,1,0,1.0,27499.0,10.221904919357126
3,1657,0.40700979210906546,-0.8422735981511662,2,3,1.0,76000.0,11.238488619268468
28,1144,-1.2312454855669275,0.5791242034441321,2,0,1.0,10900.0,9.296518068217235
19,581,-0.903594430031729,0.8086132531467028,2,0,1.0,6250.0,8.740336742730447
3,1506,0.07935873657386686,-0.09021885818836627,2,3,1.0,24700.0,10.114558522616068
38,942,-0.5759433744965303,-0.6065692200191507,2,2,1.0,34999.0,10.463074768634808
52,1109,1.226137430947062,-1.2281020629636135,4,0,1.0,60000.0,11.002099841204238
36,1057,0.07935873657386686,0.8372993843595242,2,0,1.0,63500.0,11.058795184880783
39,785,0.24318426434146614,-0.5147736001381223,2,3,1.0,149500.0,11.915051671812877
36,777,0.40700979210906546,0.18558873137917345,2,0,0.0,44798.0,10.709918774549411
9,308,0.5708353198766648,-0.17396323724232943,2,0,0.0,34562.0,10.450510091613937
34,391,0.8984863754118634,-0.3444353529963891,2,0,1.0,32541.0,10.390256111708327
14,638,1.0623119031794628,-0.7308757886080433,2,0,1.0,65900.0,11.095893720490599
39,1699,0.7346608476442641,-1.0464041078616029,2,0,1.0,47214.0,10.762445737763038
27,933,0.5708353198766648,-0.8733502402983893,2,0,1.0,76900.0,11.250261155493735
9,1721,0.7346608476442641,-0.24321155799008018,2,0,1.0,35800.0,10.485703172388792
36,1616,-0.24829231896133175,0.005401579187704918,0,0,1.0,54999.0,10.915070282231135
4,1795,-1.8865475966373249,1.4397081398287728,2,3,1.0,6730.0,8.814330422638774
14,738,0.40700979210906546,0.20811690642497582,2,0,1.0,14950.0,9.612466578818832
28,1015,-0.08446679119373245,1.0054383614416078,2,0,1.0,12000.0,9.392661928770137
14,783,-1.7227220688697256,-1.201385712760739,2,2,0.0,429998.0,12.971535836496138
16,758,0.24318426434146614,-0.7404378323456503,2,3,1.0,33600.0,10.422281345951296
27,923,1.0623119031794628,-1.1980581215400519,2,0,0.0,99950.0,11.512425339928546
14,1533,-0.24829231896133175,-0.9387737435510972,2,2,0.0,61900.0,11.033275458672687
48,1582,-1.2312454855669275,-0.9504203128235027,2,0,1.0,18500.0,9.825526011066415
3,1314,1.0623119031794628,-1.0211411883068449,2,0,0.0,119900.0,11.694413341015606
53,947,0.07935873657386686,-0.2745559373619563,2,0,0.0,65998.0,11.097379717519113
36,1491,-0.41211784672893104,0.9616059529484168,2,3,1.0,36000.0,10.491274217438248
43,149,-1.7227220688697256,-0.6926276136576147,2,2,1.0,63500.0,11.058795184880783
36,221,0.40700979210906546,-0.24894878423264444,2,3,1.0,32000.0,10.373491181781864
14,1676,-1.2312454855669275,1.6108495986444649,2,0,1.0,3900.0,8.268731832117737
4,76,0.40700979210906546,-0.48608746892530097,2,0,1.0,31750.0,10.365648004320837
17,1459,-1.2312454855669275,0.33668814652084117,2,2,1.0,28500.0,10.257659366256743
0,906,1.226137430947062,-1.1693146180648049,2,3,0.0,34998.0,10.463046195981693
14,627,-2.3780241799401227,0.8536887273257828,2,0,1.0,12749.0,9.453208116138121
36,1494,-1.8865475966373249,-0.3579560828413656,2,0,1.0,18853.0,9.844427331406584
36,356,-1.395071013334527,1.1167405505473547,2,0,1.0,104999.0,11.561706105284784
20,744,-1.395071013334527,-0.5281604613707723,2,2,1.0,16900.0,9.735068900911164
54,826,0.07935873657386686,0.4643796785928466,2,2,1.0,14500.0,9.581903928408666
11,442,1.0623119031794628,-1.213950238231955,2,0,0.0,53900.0,10.89488575689709
28,1145,0.5708353198766648,0.04504581252382403,2,0,1.0,47999.0,10.778935456339678
32,812,-0.08446679119373245,-0.6888027961625719,2,0,0.0,24900.0,10.1226230824528
52,1101,1.226137430947062,-1.0808465894044639,4,0,1.0,93999.0,11.451039422897681
36,218,0.40700979210906546,-0.4535765202174368,2,3,1.0,108900.0,11.598185308921051
14,636,0.40700979210906546,0.6555249329076129,2,0,0.0,34998.0,10.463046195981693
54,1373,-0.5759433744965303,1.1301847840424304,2,0,1.0,5000.0,8.517193191416238
6,1753,-0.7397689022641296,-1.1166086329831144,2,0,1.0,1950995.0,14.483850056813651
53,868,0.7346608476442641,-0.06457345688410397,2,0,0.0,34084.0,10.436583344947847
17,463,0.07935873657386686,0.6072939842951226,2,1,0.0,15599.0,9.654962088618868
22,1777,0.24318426434146614,0.026571944022767077,2,0,0.0,31331.0,10.35236330172604
26,1436,-1.2312454855669275,0.9479704785785891,2,0,1.0,9900.0,9.20029003612268
0,876,-0.08446679119373245,0.1966424539398473,2,0,1.0,14500.0,9.581903928408666
4,986,0.07935873657386686,-0.3617809003364084,2,0,0.0,36800.0,10.513253124157023
41,18,0.8984863754118634,-1.0048857139529128,4,0,0.0,35999.0,10.49124643927466
4,1809,0.07935873657386686,0.1121522354743508,2,0,1.0,35000.0,10.46310334047155
43,438,-0.24829231896133175,-0.6048863003213318,2,0,1.0,49750.0,10.814765742586738
28,502,0.8984863754118634,-1.2022845448720743,5,1,1.0,49000.0,10.799575577092764
8,532,-1.2312454855669275,0.562964349527576,2,0,1.0,10500.0,9.259130536145614
8,242,0.07935873657386686,-0.7595619198208646,2,0,1.0,17999.0,9.798071479779479
15,1545,0.07935873657386686,0.6651825970825961,2,0,1.0,27995.0,10.239781201782993
20,748,-1.0674199577993282,1.7947276997186499,2,0,1.0,8750.0,9.07680897935166
14,1718,1.226137430947062,-0.8551823571969358,2,0,1.0,78499.0,11.270841164835856
8,1860,0.40700979210906546,-0.3443588566464883,2,0,1.0,20850.0,9.945109227226947
39,1133,0.24318426434146614,-0.34847053545365936,2,0,1.0,41000.0,10.621327345686446
36,776,0.5708353198766648,-0.8590071746919786,2,0,1.0,53800.0,10.893028746149875
53,948,-1.2312454855669275,2.1090512014612712,2,0,1.0,37900.0,10.542706391070517
53,948,0.07935873657386686,-0.06153272697554491,2,0,1.0,63500.0,11.058795184880783
44,1218,0.07935873657386686,-0.2862407548093122,2,0,1.0,65000.0,11.082142548877775
25,796,-1.395071013334527,-0.49564951266290813,2,3,1.0,100000.0,11.512925464970229
28,1015,-0.7397689022641296,0.3642650806601001,2,0,1.0,8995.0,9.104424146384634
36,564,1.226137430947062,-1.0963753484343377,4,0,1.0,105500.0,11.566466231898259
25,874,1.226137430947062,-1.232347610383111,2,0,0.0,359991.0,12.793834310119788
1,1367,1.0623119031794628,-1.2000661507249493,2,0,0.0,75900.0,11.237171963383721
9,1709,0.8984863754118634,-0.2690673242565698,2,1,0.0,23995.0,10.085600754292345
53,948,-3.688628402080917,3.189562143810875,4,0,1.0,29500.0,10.292145542327912
25,1741,0.8984863754118634,-0.9758171009905872,2,0,1.0,257000.0,12.456831363877356
20,748,-0.41211784672893104,-0.08910966111480384,2,0,1.0,15000.0,9.615805480084347
32,957,0.24318426434146614,-0.19687389403763608,2,0,1.0,33950.0,10.432644132986843
53,864,1.0623119031794628,-0.7786668832086036,2,0,0.0,47498.0,10.768442883873123
39,265,1.0623119031794628,-0.9558706777539387,2,0,0.0,50998.0,10.839541695251233
3,1235,1.226137430947062,-1.191288194573826,3,0,0.0,42998.0,10.668908881966093
14,1533,1.0623119031794628,-1.1984597273770314,2,3,1.0,94999.0,11.461621644211487
28,1145,0.5708353198766648,0.002628586503798853,2,0,1.0,46995.0,10.757796492054402
36,565,1.0623119031794628,-0.9271271742786917,4,0,1.0,62479.0,11.042585779263845
44,10,1.0623119031794628,-0.8924552036861283,2,0,1.0,47995.0,10.778852117797637
28,1706,-1.8865475966373249,-0.5391759357564957,2,0,1.0,14900.0,9.60911649193355
0,1648,1.0623119031794628,-0.9527916996704292,2,3,0.0,39998.0,10.596584731846031
53,407,1.0623119031794628,-0.9690089258494109,3,1,0.0,29999.0,10.308919326755392
17,359,-2.050373124404924,3.0461314877467682,2,2,1.0,3900.0,8.268731832117737
36,554,-0.24829231896133175,0.30337398613901795,2,3,1.0,26000.0,10.165851817003619
34,1022,-1.395071013334527,0.3190366137812184,2,2,1.0,11000.0,9.305650551780507
43,117,0.5708353198766648,-1.1095327206172851,2,0,1.0,63000.0,11.05089000537367
14,1718,-0.08446679119373245,1.4970804022544155,2,0,1.0,22500.0,10.021270588192511
24,1608,0.24318426434146614,0.4422339852965485,2,0,1.0,18688.0,9.835636885627954
20,746,-0.903594430031729,0.9893550038749527,2,2,1.0,16500.0,9.711115659888671
39,1698,0.5708353198766648,-0.2111404632941459,2,0,1.0,27900.0,10.236381967809457
3,1481,0.8984863754118634,-1.0081750569986496,3,0,1.0,77500.0,11.258033215341438
26,1381,0.5708353198766648,-0.8545321382227785,2,0,0.0,43998.0,10.691899457321854
14,1718,0.7346608476442641,-0.6256933074943649,0,0,1.0,68000.0,11.127262984158243
20,1252,-0.24829231896133175,0.10698873185604295,2,0,1.0,19995.0,9.90323752128092
22,818,1.0623119031794628,-1.0694868814441865,2,0,1.0,54000.0,10.896739325546411
28,1012,-0.903594430031729,1.7456935394322006,2,0,1.0,5900.0,8.68270762989381
43,147,0.7346608476442641,-0.7486994381349429,2,2,1.0,134999.0,11.813022649985724
36,208,0.40700979210906546,0.04556216288565482,2,3,1.0,34250.0,10.441441843690372
43,434,-0.24829231896133175,-0.24321155799008018,2,3,1.0,37000.0,10.51867319162636
0,999,-0.7397689022641296,1.3861606948981728,2,3,1.0,12000.0,9.392661928770137
54,831,0.40700979210906546,-0.549196957593508,2,0,1.0,32000.0,10.373491181781864
24,726,1.226137430947062,-0.9412407508353998,2,1,1.0,24500.0,10.106428396532818
4,991,0.7346608476442641,-1.029096808696534,2,0,0.0,96998.0,11.482445638716253
28,1008,0.5708353198766648,-0.2850168132108985,2,0,0.0,26545.0,10.186596685017772
4,1893,-0.08446679119373245,-1.2214851286971893,5,0,1.0,86999.0,11.373651903317787
53,868,0.8984863754118634,0.04439559354966675,2,0,0.0,34645.0,10.452908694061481
34,383,1.226137430947062,-1.1872530121165559,2,0,0.0,28535.0,10.25888668297081
43,429,0.40700979210906546,-0.2782851344196231,2,0,1.0,43550.0,10.68166498228065
28,1017,0.24318426434146614,-0.5229013373150884,2,0,1.0,27500.0,10.221941283654663
52,1087,0.8984863754118634,-0.824583817236593,4,0,1.0,31000.0,10.341742483467284
43,122,0.5708353198766648,-1.0559852756866852,2,0,1.0,69000.0,11.141861783579396
9,505,-1.7227220688697256,1.4988971905645607,2,0,1.0,16000.0,9.680344001221918
0,1316,-2.214198652172523,0.2922628913159185,2,2,1.0,8500.0,9.047821442478408
13,1365,0.8984863754118634,-1.1802918442755779,2,0,1.0,275000.0,12.524526376648708
43,438,-1.395071013334527,-1.125673450446366,2,2,1.0,45000.0,10.714417768752456
46,1206,-0.41211784672893104,-1.1810950559495368,2,0,1.0,488880.0,13.099872339568797
3,1508,1.0623119031794628,-0.6844616283056982,2,0,0.0,74900.0,11.22390916950531
36,229,1.0623119031794628,-1.1592170998778917,3,0,1.0,144664.0,11.882169091064815
17,1358,0.8984863754118634,-0.9614740353841765,2,0,1.0,38500.0,10.558413520275876
36,351,-1.7227220688697256,-0.01372250828750932,2,0,1.0,12995.0,9.47231994707559
27,795,-1.8865475966373249,1.707445364481772,2,0,1.0,10000.0,9.210340371976184
27,1137,-0.08446679119373245,-0.2049633830396517,2,0,1.0,27000.0,10.203592144986466
11,535,-1.395071013334527,3.2085332385862877,2,0,1.0,6000.0,8.699514748210191
32,813,0.7346608476442641,-0.7457734527512351,2,0,1.0,52645.0,10.87132654629086
26,1389,0.7346608476442641,-0.8374543281074122,2,0,0.0,35998.0,10.491218660339424
2,1043,0.8984863754118634,-1.1926651288720413,2,0,1.0,159500.0,11.979799201207037
